row_id,intent_text,intent_payment,tool,call_payment,amount_paise,target_status,amount_status,label,reason
C-323,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,9250,present,present,,
C-324,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,9250,present,present,,
C-325,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,9500,present,present,,
C-326,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,9500,present,present,,
C-327,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,108000,present,present,,
C-328,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,12000,present,present,,
C-329,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,12000,present,present,,
C-330,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,108000,present,present,,
C-331,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,12000,present,present,,
C-332,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,9250,present,present,,
C-333,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,9500,present,present,,
C-334,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,16000,present,present,,
C-335,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,7250,present,present,,
C-336,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,7250,present,present,,
C-337,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,7250,present,present,,
C-338,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-63f7,create_refund,PAY-63f7,42500,present,present,,
C-339,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-63f7,create_refund,PAY-63f7,24000,present,present,,
C-340,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5d2b,create_refund,PAY-5d2b,108000,present,present,,
